Archivo;Periodo Tn (s);Frecuencia fn (Hz);Velocidad ωn (rad/s)
Libre 1.csv;0.4575499900000004;2.185553539188142;13.732237885481279
Libre 2.csv;0.42054999000000004;2.377838601303973;14.940400562557581
Libre 3.csv;0.4423499900000003;2.260653379917561;14.20410410132389
