d0 [mV];dn [mV];Td [s];ωd [rad/s];ζ;C [Ns/m]
227.9275;174.03180000000003;0.22577151863;27.829840297423107;0.014311314611356025;2.9060255893786944
382.3817;142.85710000000003;0.23363583857999992;26.893071479819834;0.05216219017128705;10.591945153348497
