Tiempo (s),Datos Seriales
0.0,4428.0
0.0011627906976744186,4407.75
0.002325581395348837,4406.44
0.0034883720930232558,4407.0
0.004651162790697674,4404.37
0.005813953488372093,4408.69
0.0069767441860465115,4403.81
0.00813953488372093,4405.69
0.009302325581395349,4404.94
0.010465116279069767,4404.0
0.011627906976744186,4408.69
0.012790697674418604,4400.06
0.013953488372093023,4404.94
0.015116279069767442,4404.37
0.01627906976744186,4404.56
0.01744186046511628,4408.5
0.018604651162790697,4404.0
0.019767441860465116,4406.81
0.020930232558139535,4404.37
0.022093023255813953,4400.62
0.023255813953488372,4403.81
0.02441860465116279,4403.44
0.02558139534883721,4408.31
0.026744186046511628,4404.56
0.027906976744186046,4405.69
0.029069767441860465,4405.5
0.030232558139534883,4404.19
0.031395348837209305,4408.5
0.03255813953488372,4404.94
0.033720930232558136,4406.25
0.03488372093023256,4405.5
0.03604651162790698,4402.31
0.037209302325581395,4406.62
0.03837209302325581,4403.06
0.03953488372093023,4407.37
0.040697674418604654,4405.31
0.04186046511627907,4400.25
0.043023255813953484,4403.44
0.044186046511627906,4253.25
0.04534883720930233,3354.0
0.046511627906976744,2643.56
0.04767441860465116,2125.12
0.04883720930232558,1726.88
0.05,1408.69
0.05116279069767442,1172.25
0.05232558139534883,968.63
0.053488372093023255,817.88
0.05465116279069768,693.0
0.05581395348837209,586.31
0.05697674418604651,513.19
0.05813953488372093,437.06
0.05930232558139535,390.0
0.06046511627906977,343.5
0.06162790697674418,304.13
0.06279069767441861,282.0
0.06395348837209303,247.69
0.06511627906976744,236.44
0.06627906976744186,214.69
0.06744186046511627,200.44
0.0686046511627907,194.81
0.06976744186046512,175.5
0.07093023255813953,177.56
0.07209302325581396,163.31
0.07325581395348837,160.13
0.07441860465116279,158.63
0.0755813953488372,146.25
0.07674418604651162,152.81
0.07790697674418605,140.81
0.07906976744186046,143.44
0.08023255813953488,141.38
0.08139534883720931,133.5
0.08255813953488372,141.19
0.08372093023255814,129.75
0.08488372093023255,135.56
0.08604651162790697,132.0
0.0872093023255814,127.69
0.08837209302325581,134.63
0.08953488372093023,123.56
0.09069767441860466,131.63
0.09186046511627907,126.19
0.09302325581395349,124.87
0.0941860465116279,130.13
0.09534883720930232,120.0
0.09651162790697675,129.38
0.09767441860465116,121.69
0.09883720930232558,123.56
0.1,126.37
0.10116279069767442,117.94
0.10232558139534884,127.69
0.10348837209302325,118.5
0.10465116279069767,123.19
0.1058139534883721,123.19
0.10697674418604651,117.0
0.10813953488372093,126.0
0.10930232558139535,115.87
0.11046511627906977,123.0
0.11162790697674418,120.19
0.1127906976744186,116.81
0.11395348837209301,124.5
0.11511627906976744,114.19
0.11627906976744186,123.0
0.11744186046511627,117.75
0.1186046511627907,117.0
0.11976744186046512,122.62
0.12093023255813953,113.06
0.12209302325581395,123.0
0.12325581395348836,115.69
0.12441860465116279,117.75
0.12558139534883722,120.94
0.12674418604651164,112.87
0.12790697674418605,122.62
0.12906976744186047,113.81
0.13023255813953488,118.69
0.1313953488372093,118.87
0.1325581395348837,113.25
0.13372093023255813,122.06
0.13488372093023254,112.31
0.13604651162790699,119.44
0.1372093023255814,116.81
0.13837209302325582,2362.87
0.13953488372093023,4073.06
0.14069767441860465,4333.5
0.14186046511627906,4379.25
0.14302325581395348,4387.12
0.14418604651162792,4391.44
0.14534883720930233,4399.5
0.14651162790697675,4395.94
0.14767441860465116,4399.31
0.14883720930232558,4401.75
0.15,4395.94
0.1511627906976744,4401.37
0.15232558139534882,4399.31
0.15348837209302324,4398.75
0.15465116279069768,4399.69
0.1558139534883721,4399.12
0.1569767441860465,4404.0
0.15813953488372093,4365.37
0.15930232558139534,4396.31
0.16046511627906976,4401.0
0.16162790697674417,4402.12
0.16279069767441862,4405.12
0.16395348837209303,4401.56
0.16511627906976745,4405.5
0.16627906976744186,4402.12
0.16744186046511628,4402.69
0.1686046511627907,4403.25
0.1697674418604651,4401.19
0.17093023255813952,4406.25
0.17209302325581394,4401.94
0.17325581395348838,4402.69
0.1744186046511628,4403.62
0.1755813953488372,4401.75
0.17674418604651163,4406.44
0.17790697674418604,4402.31
0.17906976744186046,4404.94
0.18023255813953487,4404.0
0.1813953488372093,4402.5
0.18255813953488373,4404.0
0.18372093023255814,4402.12
0.18488372093023256,4405.31
0.18604651162790697,4403.81
0.1872093023255814,4402.87
0.1883720930232558,4404.56
0.18953488372093022,4401.94
0.19069767441860463,4406.25
0.19186046511627908,4403.62
0.1930232558139535,4404.75
0.1941860465116279,4404.94
0.19534883720930232,4402.12
0.19651162790697674,4403.62
0.19767441860465115,4402.5
0.19883720930232557,4404.0
0.2,4404.19
0.20116279069767443,4401.0
0.20232558139534884,4401.75
0.20348837209302326,4402.69
0.20465116279069767,4405.12
0.2058139534883721,4403.62
0.2069767441860465,4402.5
0.20813953488372092,4401.56
0.20930232558139533,4400.44
0.21046511627906977,4405.31
0.2116279069767442,4404.75
0.2127906976744186,4403.62
0.21395348837209302,4402.12
0.21511627906976744,4400.44
0.21627906976744185,4402.87
0.21744186046511627,4403.62
0.2186046511627907,4405.12
0.21976744186046512,4405.69
0.22093023255813954,4402.5
0.22209302325581395,4404.19
0.22325581395348837,4375.31
0.22441860465116278,3560.44
0.2255813953488372,2804.81
0.22674418604651161,2235.94
0.22790697674418603,1818.75
0.22906976744186047,1480.69
0.2302325581395349,1221.38
0.2313953488372093,1017.94
0.23255813953488372,843.56
0.23372093023255813,720.75
0.23488372093023255,606.0
0.23604651162790696,523.13
0.2372093023255814,454.5
0.23837209302325582,390.38
