voltage_measurement
0.00062
0.000613
0.000618
0.000584
0.000851
0.001001
0.001287
0.001588
0.001485
0.001643
0.001636
0.001557
0.001373
0.000925
0.00109
0.001001
0.000994
0.001087
0.001094
0.001206
0.001173
0.001154
0.000906
0.000641
0.00062
0.00093
0.001311
0.001304
0.001302
0.00133
0.001321
0.001335
0.001311
0.001335
0.001369
0.001256
0.001402
0.001187
0.00145
0.001328
0.001853
0.001476
0.001254
0.001421
0.001724
0.001454
0.001402
0.001361
0.001254
0.001364
0.001237
0.001535
0.001192
0.000939
0.001118
0.000901
0.00104
0.000906
0.00093
0.000939
0.000923
0.000927
0.000856
0.000937
0.001006
0.000715
0.000753
0.000885
0.000901
0.000806
0.000861
0.000992
0.000794
0.000978
0.000856
0.001032
0.00097
0.000978
0.000775
0.000908
0.001173
0.000875
0.001025
0.00103
0.000973
0.001044
0.001242
0.001247
0.001068
0.001206
0.001221
0.001473
0.001578
0.001664
0.001361
0.001276
0.001357
0.00129
0.001361
2.153203
2.153175
2.153163
2.153258
2.153227
2.153118
2.153273
2.153399
2.153502
2.153182
2.153351
2.153428
2.153354
2.153306
2.153327
2.153304
2.153344
2.153397
2.153199
2.153337
2.153492
2.153351
2.153342
2.153277
2.153268
2.153368
2.153308
2.153285
2.153263
2.153499
2.153223
2.153237
2.153351
2.153261
2.153249
2.153239
2.153254
2.153294
2.15333
2.153366
2.153325
2.153277
2.153387
2.153258
2.15342
2.153308
2.153468
2.15323
2.153423
2.153234
2.15337
2.153318
2.153265
2.153423
2.153585
2.153563
2.153256
2.15337
2.153361
2.153387
2.153306
2.15342
2.153409
2.153356
2.153454
2.153449
2.153401
2.153363
2.153494
2.153287
2.153406
2.153401
2.153411
2.153606
2.153466
2.15348
2.153599
2.153413
2.153466
2.153468
2.153316
2.153394
2.153552
2.153468
2.153337
2.153435
2.153506
2.153523
2.153428
2.153382
2.153404
2.153578
2.153394
2.153399
2.153533
2.153502
2.153406
2.153499
2.153571
2.153466
2.153497
2.153499
2.153473
2.153311
2.153289
2.153471
2.153273
2.153573
2.153437
2.153614
2.153349
2.153399
2.153573
2.153394
2.153554
2.153568
2.153645
2.15353
2.153549
2.153542
2.153459
2.153397
2.153542
2.153525
2.153404
2.153478
2.153471
2.153499
2.153563
2.153513
2.153592
2.153654
2.153461
2.153718
2.153506
2.153649
2.153776
2.153757
2.153711
2.153697
2.15354
2.153797
2.153621
2.153625
2.153888
2.153583
2.153573
2.153778
2.15354
2.153776
2.153666
2.153652
2.153723
2.153687
2.153716
2.153749
2.153563
2.153554
2.153733
2.153707
2.153664
2.153678
2.153652
2.153807
2.153714
2.15354
2.153685
2.153645
2.153783
2.153733
2.153742
2.153673
2.153833
2.153637
2.153597
2.153678
2.153668
2.153687
2.153778
2.153692
2.15364
2.153645
2.153676
2.153594
2.153816
2.153585
2.153778
2.153654
2.153649
2.153652
2.153602
2.153575
2.153678
2.153587
2.153621
2.153466
2.153578
2.153602
2.153561
2.153506
2.153544
2.153625
2.153401
2.15349
2.15358
2.153363
2.15359
2.153482
2.153449
2.153533
2.153459
2.153451
2.153513
2.153485
2.153389
2.153554
2.15359
2.153497
2.153554
2.153642
2.153482
2.153482
2.15358
2.15368
2.153521
2.15348
2.153733
2.153444
2.153525
2.153659
2.153449
2.153437
2.153571
2.153535
2.15344
2.15354
2.153592
2.153513
2.153499
2.153478
2.153511
2.153528
2.153451
2.153428
2.153587
2.153382
2.153597
2.153862
2.153759
2.153776
2.153664
0.486875
0.451751
0.148604
0.129223
0.13453
0.137534
0.142219
0.138636
0.137882
0.163934
0.160375
0.147638
0.141618
0.152733
0.151227
0.155442
0.165727
0.18919
0.185161
0.224094
0.230217
0.189648
0.212193
0.250969
0.24142
0.250137
0.298955
0.33843
0.403979
0.450201
0.475447
0.465477
0.326602
0.315599
0.316987
0.347447
0.342603
0.315473
0.320606
0.313506
0.336826
0.337539
0.344751
0.34323
0.33396
0.378101
0.428312
0.392265
0.409832
0.328507
0.340025
0.453331
0.479712
0.481167
0.483112
0.475161
0.44518
0.345643
0.292304
0.31599
0.337625
0.369015
0.367208
0.375843
0.394475
0.408912
0.420866
0.441649
0.436368
0.44301
0.441921
0.420814
0.437708
0.441256
0.470986
0.485992
0.488052
0.488725
0.489066
0.489287
0.48959
0.489831
0.489666
0.48995
0.490212
0.490174
0.49052
0.490212
0.490396
0.49016
0.49022
0.490291
0.490837
0.491436
0.491383
0.490854
0.490601
0.490773
0.490994
0.490952
0.490737
0.490677
0.49098
0.490558
0.490625
0.490768
0.490584
0.490534
0.490692
0.490766
0.490415
0.490286
0.490351
0.490236
0.491018
0.490458
0.490558
0.490346
0.490394
0.490973
0.490339
0.490565
0.490198
0.490634
0.490434
0.490081
0.49016
0.490079
0.489986
0.489922
0.489764
0.489705
0.489721
0.48985
0.489848
0.48996
0.489905
0.490181
0.490036
0.48996
0.490193
0.489926
0.489912
0.489993
0.490031
0.489664
0.48979
0.489898
0.49006
0.489655
0.489731
0.489902
0.489593
0.489821
0.48877
0.487368
0.487857
0.489001
0.489004
