voltage_measurement
0.489249
0.489633
0.489986
0.490093
0.489013
0.4899
0.489025
0.490153
0.490503
0.489321
0.490072
0.490479
0.491142
0.491395
0.491257
0.490916
0.491245
0.49226
0.491645
0.491652
0.492001
0.492325
0.492029
0.492668
0.492456
0.492585
0.492737
0.492322
0.492315
0.492752
0.493038
0.492814
0.492938
0.492766
0.49278
0.492511
0.493443
0.493004
0.492995
0.493131
0.493238
0.493476
0.493257
0.49324
0.493329
0.493093
0.492942
0.4931
0.493138
0.493047
0.493641
0.493426
0.493586
0.493965
0.493841
0.493221
0.493729
0.493829
0.493526
0.493333
0.49298
0.493529
0.493472
0.493529
0.493796
0.493679
0.493855
0.493422
0.49355
0.493741
0.493937
0.212553
0.195179
0.206141
0.187705
0.173697
0.170734
0.17334
0.174997
0.178516
0.174456
0.177104
0.166364
0.164795
0.174906
0.176237
0.183952
0.194829
0.207126
0.19875
0.207911
0.209825
0.219128
0.244856
0.217993
0.197327
0.183711
0.184252
0.176811
0.176888
0.181143
0.186465
0.190527
0.193639
0.192819
0.193686
0.184829
0.196934
0.183895
0.195863
0.200877
0.203087
0.224426
0.205073
0.207705
0.227039
0.211053
0.216699
0.219028
0.240159
0.209644
0.218329
0.214863
0.210092
0.206892
0.221038
0.211189
0.218034
0.210342
0.21677
0.21091
0.22361
0.208087
0.218427
0.21066
0.209658
0.203667
0.205374
0.198915
0.197246
0.210927
0.209913
0.213201
0.208528
0.209603
0.224383
0.222194
0.223284
0.230916
0.227451
0.222952
0.225534
0.228326
0.226345
0.215032
0.226953
0.228155
0.224485
0.223169
0.221179
0.213957
0.220318
0.227633
0.23232
0.234284
0.242229
0.236332
0.24086
0.240133
0.240262
0.239689
0.242231
0.242629
0.242805
0.242736
0.242794
0.242567
0.242469
0.243371
0.243659
0.243452
0.243948
0.244222
0.244379
0.244536
0.244529
0.244601
0.244467
0.244555
0.244768
0.244944
0.24514
0.245302
0.24534
0.245233
0.245221
0.245469
0.245361
0.245173
0.245216
0.245216
0.245316
0.245523
0.245383
0.245388
0.245392
0.245512
0.245378
0.245161
0.245473
0.245266
0.24549
0.245435
0.245292
0.245261
0.245314
0.245543
0.245407
0.245376
0.245197
0.245047
0.245056
0.245175
0.245435
0.245194
0.245259
0.245347
0.24545
0.245066
0.245171
0.245349
0.245204
0.245137
0.245163
0.245361
0.245121
0.245388
0.245416
0.245156
0.245383
0.245345
0.245314
0.245206
0.245366
0.245128
0.245304
0.245073
0.245023
0.245063
0.245154
0.245106
0.245652
0.245364
0.245481
0.24513
0.245104
0.246162
0.245986
0.24574
0.245526
0.2455
0.245423
0.245683
0.245144
0.24544
0.245256
0.244727
0.24554
0.244927
0.24497
