Time,Signal
0.0,0.0
0.009999999999999787,89.25
0.020000000000000018,238.31
0.029999999999999805,374.25
0.040000000000000036,501.94
0.04999999999999982,622.69
0.06000000000000005,738.19
0.06999999999999984,849.38
0.08000000000000007,956.81
0.08999999999999986,1060.31
0.10000000000000009,1161.19
0.10999999999999988,1258.69
0.11999999999999966,1353.94
0.1299999999999999,1446.38
0.13999999999999968,1536.75
0.1499999999999999,1624.88
0.16000000000000014,1710.75
0.16999999999999993,1794.75
0.17999999999999972,1877.06
0.18999999999999995,1957.31
0.19999999999999973,2035.88
0.20999999999999996,2112.75
0.21999999999999975,2187.94
0.22999999999999998,2262.0
0.23999999999999977,2334.19
0.25,2404.69
0.2599999999999998,2474.06
0.27,2541.75
0.2799999999999998,2608.31
0.29000000000000004,2673.19
0.2999999999999998,2736.94
0.31000000000000005,2799.19
0.31999999999999984,2860.12
0.33000000000000007,2919.94
0.33999999999999986,2978.25
0.3500000000000001,3035.44
0.3599999999999999,3091.31
0.36999999999999966,3145.87
0.3799999999999999,3199.31
0.3899999999999997,3251.44
0.3999999999999999,3302.62
0.41000000000000014,3352.31
0.41999999999999993,3400.87
0.43000000000000016,3448.5
0.43999999999999995,3494.62
0.44999999999999973,3539.81
0.45999999999999996,3583.87
0.46999999999999975,3627.0
0.48,3669.0
0.48999999999999977,3709.87
0.5,3749.62
0.5099999999999998,3788.62
0.52,3826.31
0.5299999999999998,3862.87
0.54,3898.87
0.5499999999999998,3933.75
0.56,3967.69
0.5699999999999998,4000.5
0.5800000000000001,4032.56
0.5899999999999999,4063.87
0.6000000000000001,4093.87
0.6099999999999999,4123.31
0.6199999999999997,4152.0
0.6299999999999999,4179.56
0.6399999999999997,4206.37
0.6499999999999999,4232.81
0.6600000000000001,4257.94
0.6699999999999999,4282.69
0.6800000000000002,4306.5
0.69,4329.56
0.6999999999999997,4351.87
0.71,4373.62
0.7199999999999998,4394.81
0.73,4414.87
0.7399999999999998,4434.75
0.75,4453.87
0.7599999999999998,4472.25
0.77,4490.44
0.7799999999999998,4507.5
0.79,4524.56
0.7999999999999998,4540.69
0.81,4556.25
0.8199999999999998,4571.44
0.8300000000000001,4586.06
0.8399999999999999,4600.5
0.8500000000000001,4614.19
0.8599999999999999,4627.31
0.8699999999999997,4640.44
0.8799999999999999,4652.81
0.8899999999999997,4664.62
0.8999999999999999,4676.25
0.9100000000000001,4687.31
0.9199999999999999,4698.19
0.9300000000000002,4708.5
0.94,4718.62
0.9499999999999997,4728.56
0.96,4737.94
0.9699999999999998,4746.94
0.98,4755.75
0.9899999999999998,4764.19
1.0,4772.25
1.0099999999999998,4780.12
1.02,4788.0
1.0299999999999998,4795.31
1.04,4802.44
1.0499999999999998,4809.37
1.06,4815.94
1.0699999999999998,4822.12
1.08,4828.5
1.0899999999999999,4834.5
1.1,4840.12
1.1099999999999999,4845.75
1.1199999999999997,4851.19
1.13,4856.25
1.1399999999999997,4861.5
1.15,4866.19
1.1599999999999997,4870.87
1.17,4875.37
1.1799999999999997,4879.5
1.19,4884.0
1.1999999999999997,4887.75
1.21,4891.69
1.2199999999999998,4895.44
1.23,4899.0
1.2399999999999998,4902.37
1.25,4905.94
1.2599999999999998,4909.12
1.27,4912.31
1.2799999999999998,4915.5
1.29,4918.5
1.2999999999999998,4921.31
1.31,4923.94
1.3199999999999998,4926.75
1.33,4929.19
1.3399999999999999,4931.81
1.35,4934.06
1.3599999999999999,4936.31
1.3699999999999997,4938.56
1.3800000000000003,4940.81
1.3900000000000001,4943.06
1.4,4944.94
1.4099999999999997,4947.0
1.4200000000000004,4948.87
1.4300000000000002,4950.75
1.44,4952.44
1.4499999999999997,4954.12
1.4599999999999995,4955.81
1.4700000000000002,4957.5
1.48,4959.0
1.4899999999999998,4960.31
1.4999999999999996,4961.81
1.5100000000000002,4963.31
1.52,4964.62
1.5299999999999998,4966.12
1.5399999999999996,4967.44
1.5500000000000003,4968.56
1.56,4969.87
1.5699999999999998,4971.0
1.5799999999999996,4971.94
1.5900000000000003,4973.06
1.6,4974.37
1.6099999999999999,4975.31
1.6199999999999997,4976.44
1.6300000000000003,4977.19
1.6400000000000001,4978.31
1.65,4979.06
1.6599999999999997,4980.19
1.6700000000000004,4980.94
1.6800000000000002,4981.69
1.69,4982.44
1.6999999999999997,4983.19
1.7100000000000004,4984.12
1.7200000000000002,4984.69
1.73,4985.44
1.7399999999999998,4986.19
1.7499999999999996,4986.75
1.7600000000000002,4987.5
1.77,4988.06
1.7799999999999998,4988.81
1.7899999999999996,4989.37
1.8000000000000003,4989.94
1.81,4990.69
1.8199999999999998,4991.06
1.8299999999999996,4991.62
1.8400000000000003,4992.19
1.85,4992.56
1.8599999999999999,4992.94
1.8699999999999997,4993.69
1.8800000000000003,4994.06
1.8900000000000001,4994.44
1.9,4995.0
1.9099999999999997,4995.37
1.9200000000000004,4995.75
1.9300000000000002,4996.12
1.94,4996.5
1.9499999999999997,4997.06
1.9600000000000004,4997.44
1.9700000000000002,4997.81
1.98,4998.19
1.9899999999999998,4998.56
1.9999999999999996,4999.12
2.0100000000000002,4999.31
2.02,4999.69
2.03,5000.06
2.0399999999999996,5000.25
2.0500000000000003,5000.44
2.06,5000.81
2.07,5001.19
2.0799999999999996,5001.37
2.0900000000000003,5001.75
2.1,5002.12
2.11,5002.5
2.1199999999999997,5002.69
2.1300000000000003,5002.87
2.14,5003.44
2.15,5003.62
2.1599999999999997,5003.81
2.1700000000000004,5004.0
2.18,5004.19
2.19,5004.37
2.1999999999999997,5004.56
2.2100000000000004,5004.75
2.22,5004.94
2.23,5005.31
