Tiempo (s),Datos Seriales
9.790000000000001,5026.69
9.8,5026.69
9.81,5026.69
9.82,5026.5
9.83,5026.69
9.84,5026.87
9.85,5026.69
9.86,5026.87
9.870000000000001,5026.69
9.88,5026.87
9.89,5026.87
9.9,5026.69
9.91,5026.69
9.92,5026.69
9.93,5026.69
9.94,5026.87
9.950000000000001,5026.69
9.96,5026.87
9.97,5026.87
9.98,5026.87
9.99,5026.69
10.0,5026.87
10.01,5026.87
10.02,5026.87
10.03,5026.87
10.040000000000001,5026.5
10.05,5026.69
10.06,5026.69
10.07,5026.69
10.08,5026.87
10.09,5026.87
10.1,5026.69
10.11,5026.87
10.120000000000001,5027.06
10.13,5027.06
10.14,5026.87
10.15,5026.87
10.16,5026.87
10.17,5027.06
10.18,5026.87
10.19,5026.87
10.200000000000001,5027.06
10.21,5026.87
10.22,5027.06
10.23,5027.06
10.24,5027.06
10.25,5027.06
10.26,5027.06
10.27,5027.25
10.28,5027.25
10.290000000000001,5027.06
10.3,5027.06
10.31,5027.25
10.32,5027.25
10.33,5027.25
10.34,5027.06
10.35,5027.06
10.36,5027.25
10.370000000000001,5027.06
10.38,5027.25
10.39,5027.25
10.4,5027.25
10.41,5027.44
10.42,5027.44
10.43,5027.25
10.44,5027.44
10.450000000000001,5027.44
10.46,5027.44
10.47,5027.25
10.48,5027.25
10.49,5027.25
10.5,5027.25
10.51,5027.44
10.52,5027.25
10.53,5027.25
10.540000000000001,5027.25
10.55,5027.44
10.56,5027.25
10.57,5027.25
10.58,5027.25
10.59,5027.44
10.6,5027.44
10.61,5027.44
10.620000000000001,5027.44
10.63,5027.25
10.64,5027.44
10.65,5027.25
10.66,5027.25
10.67,5027.25
10.68,5027.25
10.69,5027.25
10.700000000000001,5027.25
10.71,5027.25
10.72,5027.25
10.73,5027.25
10.74,5027.25
10.75,5027.44
10.76,5027.25
10.77,5027.44
10.78,5027.44
10.790000000000001,5027.44
10.8,5027.44
10.81,5027.25
10.82,5027.25
10.83,5027.25
10.84,5027.25
10.85,5027.25
10.86,5027.44
10.870000000000001,5027.44
10.88,5027.25
10.89,5027.25
10.9,5027.44
10.91,5027.44
10.92,5027.44
10.93,5027.44
10.94,5027.44
10.950000000000001,5027.44
10.96,5027.44
10.97,5027.62
10.98,5027.44
10.99,5027.62
11.0,5027.62
11.01,5027.62
11.02,5027.44
11.03,5027.44
11.040000000000001,5027.62
11.05,5027.44
11.06,5027.62
11.07,5027.62
11.08,5027.62
11.09,5027.44
11.1,5027.44
11.11,5027.62
11.120000000000001,5027.81
11.13,5027.62
11.14,5027.81
11.15,5027.81
11.16,5027.62
11.17,5027.62
11.18,5027.81
11.19,5027.81
11.200000000000001,5027.81
11.21,5027.62
11.22,5027.62
11.23,5027.62
11.24,5027.44
11.25,5027.81
11.26,5027.62
11.27,5027.62
11.28,5027.62
11.290000000000001,5027.62
11.3,5027.81
11.31,5027.62
11.32,5027.81
11.33,5027.62
11.34,5027.62
11.35,5027.81
11.36,5027.62
11.370000000000001,5027.81
11.38,5027.81
11.39,5027.81
11.4,5027.81
11.41,5027.62
11.42,5027.81
11.43,5028.0
11.44,5027.81
11.450000000000001,5028.0
11.46,5027.81
11.47,5028.0
11.48,5027.81
11.49,5028.0
11.5,5028.19
11.51,5028.0
11.52,5028.0
11.53,5028.0
11.540000000000001,5028.0
11.55,5028.19
11.56,5028.0
11.57,5028.0
11.58,5028.0
11.59,5027.81
11.6,5028.0
11.61,5028.0
11.620000000000001,5027.81
11.63,5028.19
11.64,5028.19
11.65,5028.0
11.66,5028.0
11.67,5028.0
11.68,5028.0
11.69,5028.0
11.700000000000001,5028.19
11.71,5028.0
11.72,5028.19
11.73,5028.19
11.74,5028.19
11.75,5028.0
11.76,5028.0
11.77,5028.0
11.78,5028.0
11.790000000000001,5028.19
11.8,5028.19
11.81,5028.19
11.82,5028.19
11.83,5028.37
11.84,5028.37
11.85,5028.37
11.86,5028.37
11.870000000000001,5028.37
11.88,5028.37
11.89,5028.37
11.9,5028.37
11.91,5028.37
11.92,5028.56
11.93,5028.56
11.94,5028.37
11.950000000000001,5028.75
11.96,5028.56
11.97,5028.56
11.98,5028.56
11.99,5028.56
12.0,5028.56
12.01,5028.56
12.02,5028.56
12.030000000000001,5028.37
12.040000000000001,5028.37
12.05,5028.56
12.06,5028.56
12.07,5028.56
12.08,5028.56
12.09,5028.56
12.1,5028.56
12.11,5028.56
12.120000000000001,5028.37
12.13,5028.56
12.14,5028.37
12.15,5028.56
12.16,5028.37
12.17,5028.37
12.18,5028.56
12.19,5028.37
12.200000000000001,5028.37
12.21,5028.37
12.22,5028.37
12.23,5028.37
12.24,5028.37
12.25,5028.56
12.26,5028.37
12.27,5028.37
12.280000000000001,5028.56
12.290000000000001,5028.56
12.3,5028.56
12.31,5028.56
12.32,5028.37
12.33,5028.56
12.34,5028.56
12.35,5028.56
12.36,5028.56
12.370000000000001,5028.37
12.38,5028.56
12.39,5028.56
12.4,5028.56
12.41,5028.56
12.42,5028.56
12.43,5028.56
12.44,5028.56
12.450000000000001,5028.75
12.46,5028.56
12.47,5028.56
12.48,5028.75
12.49,5028.75
12.5,5028.75
12.51,5028.75
12.52,5028.75
12.530000000000001,5028.75
12.540000000000001,5028.75
12.55,5028.75
12.56,5028.75
12.57,5028.75
12.58,5028.56
12.59,5028.75
12.6,5028.75
12.61,5028.75
12.620000000000001,5028.75
12.63,5028.75
12.64,5028.75
12.65,5028.94
12.66,5028.75
12.67,5028.94
12.68,5028.75
12.69,5028.75
12.700000000000001,5028.94
12.71,5028.75
12.72,5028.75
12.73,5028.75
12.74,5028.75
12.75,5028.94
12.76,5028.75
12.77,5028.94
12.780000000000001,5028.94
12.790000000000001,5028.94
12.8,5028.94
12.81,5028.75
12.82,5028.75
12.83,5029.12
12.84,5028.94
12.85,5028.94
12.86,5028.94
12.870000000000001,5028.94
12.88,5028.94
12.89,5028.75
12.9,5028.75
12.91,5028.94
12.92,5028.94
12.93,5029.12
12.94,5028.75
12.950000000000001,5028.94
12.96,5028.94
12.97,5028.75
12.98,5028.94
12.99,5029.12
13.0,5028.75
13.01,5028.94
13.02,5028.94
13.030000000000001,5028.94
13.040000000000001,5028.94
13.05,5028.94
13.06,5028.94
13.07,5028.94
13.08,5028.75
13.09,5028.94
13.1,5028.75
13.11,5028.94
13.120000000000001,5028.94
13.13,5028.94
13.14,5028.75
13.15,5028.94
13.16,5028.75
13.17,5028.94
13.18,5028.94
13.19,5028.94
13.200000000000001,5028.94
13.21,5028.94
13.22,5028.94
13.23,5029.12
13.24,5028.94
13.25,5028.94
13.26,5028.94
13.27,5028.94
13.280000000000001,5028.94
13.290000000000001,5028.94
13.3,5028.94
13.31,5028.94
13.32,5028.94
13.33,5028.94
13.34,5028.94
13.35,5029.12
13.36,5028.94
13.370000000000001,5028.94
13.38,5029.12
13.39,5029.12
13.4,5029.12
13.41,5028.94
13.42,5028.94
13.43,5028.94
13.44,5029.12
13.450000000000001,5028.94
13.46,5029.12
13.47,5029.12
13.48,5029.12
13.49,5028.94
13.5,5028.94
13.51,5029.12
13.52,5029.12
13.530000000000001,5029.12
13.540000000000001,5028.94
13.55,5029.12
13.56,5029.12
13.57,5029.12
13.58,5029.12
13.59,5029.12
13.6,5029.31
13.61,5029.12
13.620000000000001,5029.31
13.63,5029.12
13.64,5029.31
13.65,5029.12
13.66,5029.31
13.67,5029.31
13.68,5029.31
13.69,5029.31
13.700000000000001,5029.31
13.71,5029.5
13.72,5029.31
13.73,5029.31
13.74,5029.5
13.75,5029.5
13.76,5029.31
13.77,5029.5
13.780000000000001,5029.31
13.790000000000001,5029.12
13.8,5029.31
13.81,5029.31
13.82,5029.31
13.83,5029.31
13.84,5029.31
13.85,5029.31
13.86,5029.5
13.870000000000001,5029.31
13.88,5029.31
13.89,5029.31
13.9,5029.5
13.91,5029.31
13.92,5029.31
13.93,5029.5
13.94,5029.31
13.950000000000001,5029.31
13.96,5029.31
13.97,5029.31
13.98,5029.5
13.99,5029.5
14.0,5029.5
14.01,5029.5
14.02,5029.5
14.030000000000001,5029.5
14.040000000000001,5029.5
14.05,5029.5
14.06,5029.5
14.07,5029.5
14.08,5029.5
14.09,5029.31
14.1,5029.31
14.11,5029.5
14.120000000000001,5029.5
14.13,5029.5
14.14,5029.5
14.15,5029.5
14.16,5029.69
14.17,5029.5
14.18,5029.69
14.19,5029.5
14.200000000000001,5029.69
14.21,5029.5
14.22,5029.5
14.23,5029.5
14.24,5029.5
14.25,5029.5
14.26,5029.5
14.27,5029.5
14.280000000000001,5029.5
14.290000000000001,5029.5
14.3,5029.5
14.31,5029.31
14.32,5029.5
14.33,5029.5
14.34,5029.5
