Archivo;Periodo Tn (s);Frecuencia fn (Hz);Velocidad ωn (rad/s)
Libre 1.csv;0.27116189761904763;3.687833758284466;23.17134288537383
Libre 2.csv;0.2715249935714286;3.6829022140716314;23.140357079234043
Libre 3.csv;0.27235936812499995;3.671619621106801;23.06946645689053
