d0 [mV];dn [mV];Td [s];ωd [rad/s];ζ;C [Ns/m]
479.6594;363.59749999999997;0.34880000000000067;18.01371934397814;0.014695246371927135;2.089877228897307
476.7601;359.8742;0.3495499900000003;17.975069337520452;0.014919587473116223;2.1217817881686964
486.8312;361.6748;0.3494499900000001;17.980213154905467;0.0157635045966884;2.2417990464706214
459.3951;272.8965;0.3517000000000001;17.86518426835253;0.027619713340594054;3.9279239366443526
452.1012;267.67780000000005;0.34954998999999987;17.975069337520473;0.027794794625843867;3.95282303544059
441.084;266.4266;0.35099999000000004;17.900813350962164;0.026735714191521216;3.8022064328166407
