Muestra 1
1,-0.199916,-1.223437,10.043677,-0.043300,0.011325,0.007061,38.268234
1,-0.189142,-1.227028,10.016143,-0.043567,0.012257,0.007861,38.274116
1,-0.195127,-1.224634,10.018537,-0.044233,0.012257,0.006795,38.271175
1,-0.193930,-1.227028,10.017340,-0.043833,0.011858,0.005596,38.271175
1,-0.201113,-1.227028,10.023325,-0.043700,0.011191,0.005462,38.271175
1,-0.197522,-1.231817,10.032902,-0.044100,0.010925,0.005596,38.271175
1,-0.197522,-1.229423,10.026917,-0.044499,0.010658,0.006662,38.271175
1,-0.199916,-1.225831,10.034100,-0.044366,0.010925,0.009859,38.274116
1,-0.201113,-1.223437,10.035297,-0.044233,0.011191,0.012524,38.274116
1,-0.199916,-1.224634,10.037691,-0.044899,0.012124,0.013856,38.274116
1,-0.197522,-1.219846,10.026917,-0.044632,0.011724,0.013057,38.274116
1,-0.197522,-1.224634,10.023325,-0.044766,0.011991,0.011724,38.277057
1,-0.199916,-1.233014,10.025720,-0.045165,0.013190,0.012257,38.271175
1,-0.202310,-1.228225,10.020932,-0.043034,0.010792,0.005729,38.271175
1,-0.191536,-1.233014,10.014946,-0.043833,0.011591,0.006395,38.271175
1,-0.189142,-1.235408,10.019735,-0.044366,0.011991,0.006129,38.271175
1,-0.197522,-1.244985,10.016143,-0.042634,0.011191,0.003064,38.271175
1,-0.190339,-1.236605,10.016143,-0.043433,0.012257,0.004663,38.274116
1,-0.191536,-1.234211,10.023325,-0.044366,0.013190,0.006528,38.271175
1,-0.195127,-1.235408,10.022129,-0.043567,0.012923,0.006395,38.271175
1,-0.193930,-1.236605,10.022129,-0.043300,0.013190,0.005862,38.271175
1,-0.195127,-1.234211,10.024523,-0.043433,0.013456,0.004796,38.265293
1,-0.198719,-1.231817,10.023325,-0.043300,0.012923,0.003730,38.271175
1,-0.198719,-1.231817,10.029312,-0.043034,0.012657,0.003597,38.271175
1,-0.198719,-1.234211,10.025720,-0.043167,0.012257,0.004930,38.268234
1,-0.199916,-1.230620,10.026917,-0.043433,0.011991,0.006928,38.268234
1,-0.201113,-1.238999,10.030508,-0.043833,0.012124,0.009326,38.268234
1,-0.197522,-1.234211,10.024523,-0.043966,0.011858,0.011191,38.271175
1,-0.196325,-1.237802,10.019735,-0.043567,0.011858,0.011058,38.268234
1,-0.190339,-1.236605,10.020932,-0.043567,0.011724,0.009726,38.262351
1,-0.196325,-1.236605,10.022129,-0.043567,0.011458,0.007727,38.262351
1,-0.195127,-1.231817,10.025720,-0.043300,0.011058,0.005596,38.265293
1,-0.199916,-1.228225,10.028114,-0.043034,0.011591,0.005329,38.262351
1,-0.201113,-1.223437,10.028114,-0.042900,0.011591,0.005862,38.262351
1,-0.202310,-1.229423,10.029312,-0.043034,0.011325,0.006129,38.259410
1,-0.205901,-1.225831,10.032902,-0.043300,0.011724,0.007994,38.262351
1,-0.199916,-1.222240,10.032902,-0.043433,0.011858,0.007594,38.259410
1,-0.198719,-1.224634,10.037691,-0.043700,0.012257,0.007594,38.265293
1,-0.198719,-1.218649,10.025720,-0.043567,0.012257,0.006662,38.265293
1,-0.203507,-1.222240,10.025720,-0.043433,0.012657,0.005329,38.262351
1,-0.199916,-1.231817,10.024523,-0.043567,0.012790,0.004663,38.265293
1,-0.201113,-1.235408,10.028114,-0.043700,0.012923,0.003997,38.265293
1,-0.197522,-1.238999,10.043677,-0.043034,0.012257,0.002398,38.262351
1,-0.202310,-1.240196,10.038888,-0.042767,0.011858,0.002265,38.259410
1,-0.202310,-1.237802,10.035297,-0.043300,0.011458,0.003997,38.256469
1,-0.202310,-1.235408,10.029312,-0.043034,0.011591,0.005862,38.247646
1,-0.203507,-1.231817,10.018537,-0.043966,0.012124,0.008660,38.250587
1,-0.201113,-1.231817,10.025720,-0.044499,0.012391,0.009726,38.256469
1,-0.195127,-1.229423,10.034100,-0.043966,0.011991,0.007727,38.262351
1,-0.191536,-1.228225,10.047267,-0.043567,0.011325,0.004930,38.271175
1,-0.190339,-1.227028,10.043677,-0.043300,0.010259,0.001865,38.268234
1,-0.202310,-1.228225,10.024523,-0.043567,0.010126,0.003597,38.268234
1,-0.204704,-1.227028,10.018537,-0.043567,0.010525,0.005063,38.271175
1,-0.203507,-1.228225,10.019735,-0.044366,0.011991,0.007727,38.277057
1,-0.196325,-1.231817,10.023325,-0.044366,0.012790,0.008127,38.279998
1,-0.201113,-1.228225,10.029312,-0.044100,0.013190,0.005596,38.277057
1,-0.193930,-1.230620,10.019735,-0.043700,0.013190,0.002398,38.277057
1,-0.197522,-1.221043,10.019735,-0.043034,0.012257,0.000933,38.277057
1,-0.197522,-1.225831,10.014946,-0.042900,0.011724,0.000933,38.274116
1,-0.193930,-1.222240,10.014946,-0.043034,0.011991,0.003997,38.277057
1,-0.193930,-1.228225,10.016143,-0.043167,0.011724,0.005196,38.279998
1,-0.192733,-1.230620,10.025720,-0.043034,0.011458,0.004796,38.274116
1,-0.197522,-1.236605,10.060436,-0.042900,0.011191,0.003864,38.277057
1,-0.203507,-1.236605,10.071210,-0.042501,0.010792,0.001066,38.274116
1,-0.202310,-1.230620,10.053254,-0.043034,0.010925,0.002398,38.274116
1,-0.198719,-1.233014,10.058042,-0.043034,0.011591,0.002931,38.277057
1,-0.209493,-1.237802,10.058042,-0.043300,0.012124,0.005462,38.274116
1,-0.209493,-1.233014,10.031705,-0.043567,0.012124,0.010259,38.277057
1,-0.201113,-1.229423,10.043677,-0.043700,0.012124,0.011991,38.282939
1,-0.205901,-1.227028,10.034100,-0.043966,0.012524,0.008527,38.282939
1,-0.197522,-1.217452,10.001778,-0.043833,0.013057,0.007194,38.279998
1,-0.187945,-1.219846,9.994595,-0.043966,0.012257,0.005196,38.277057
1,-0.192733,-1.219846,9.999383,-0.043167,0.012524,0.001865,38.274116
1,-0.193930,-1.218649,9.998187,-0.042767,0.012391,0.001199,38.279998
1,-0.192733,-1.222240,9.996990,-0.042234,0.011858,-0.001599,38.277057
1,-0.198719,-1.221043,10.023325,-0.042368,0.011458,-0.002665,38.279998
1,-0.203507,-1.229423,10.034100,-0.042634,0.011591,-0.002265,38.279998
1,-0.198719,-1.231817,10.048465,-0.042767,0.011191,-0.002398,38.282939
1,-0.203507,-1.225831,10.074801,-0.042634,0.010392,-0.001332,38.277057
1,-0.201113,-1.233014,10.085576,-0.042234,0.009859,0.000400,38.271175
1,-0.196325,-1.241394,10.058042,-0.043300,0.011858,0.001066,38.274116
1,-0.202310,-1.222240,10.055647,-0.043300,0.011591,0.005462,38.274116
1,-0.199916,-1.230620,10.014946,-0.045165,0.015588,0.008127,38.271175
1,-0.185551,-1.227028,9.995793,-0.044766,0.016654,0.007861,38.268234
1,-0.181959,-1.225831,10.017340,-0.044899,0.016254,0.005729,38.271175
1,-0.195127,-1.213860,10.036494,-0.043300,0.013856,0.000266,38.271175
1,-0.186748,-1.216254,10.047267,-0.042101,0.011058,-0.002665,38.268234
1,-0.193930,-1.231817,10.046071,-0.040369,0.007727,-0.010792,38.271175
1,-0.198719,-1.233014,10.020932,-0.041435,0.009326,-0.008260,38.285881
1,-0.193930,-1.231817,10.002975,-0.042501,0.011458,-0.000666,38.279998
1,-0.202310,-1.224634,9.989807,-0.044366,0.013456,0.007994,38.271175
1,-0.195127,-1.227028,9.979033,-0.045965,0.016654,0.015721,38.279998
1,-0.192733,-1.229423,9.992201,-0.046231,0.016387,0.014123,38.277057
1,-0.192733,-1.233014,10.019735,-0.044632,0.014256,0.004530,38.271175
1,-0.191536,-1.224634,10.010158,-0.042767,0.011325,-0.005196,38.268234
1,-0.197522,-1.234211,9.998187,-0.041568,0.009726,-0.008926,38.268234
1,-0.205901,-1.241394,9.976639,-0.041701,0.009326,-0.006928,38.265293
1,-0.207098,-1.228225,9.968259,-0.042900,0.010792,0.005329,38.259410
1,-0.203507,-1.233014,9.994595,-0.044100,0.011858,0.016787,38.262351
1,-0.199916,-1.236605,10.011355,-0.044499,0.012124,0.017587,38.268234
1,-0.193930,-1.231817,10.001778,-0.045032,0.013057,0.015588,38.265293
1,-0.186748,-1.241394,9.979033,-0.045032,0.012657,0.008660,38.268234
1,-0.191536,-1.233014,10.016143,-0.043966,0.011458,0.004930,38.268234
1,-0.203507,-1.225831,10.038888,-0.042501,0.008527,0.007594,38.274116
1,-0.197522,-1.234211,10.049662,-0.042101,0.006928,0.007994,38.274116
1,-0.202310,-1.243788,10.059239,-0.042234,0.006795,0.004796,38.274116
1,-0.207098,-1.243788,10.034100,-0.042900,0.008793,0.007594,38.271175
1,-0.201113,-1.237802,10.007763,-0.045032,0.012524,0.013057,38.271175
1,-0.196325,-1.229423,10.002975,-0.045832,0.015188,0.017187,38.271175
1,-0.189142,-1.218649,10.008960,-0.045698,0.015055,0.021450,38.268234
1,-0.183156,-1.231817,10.049662,-0.045299,0.013590,0.014389,38.271175
1,-0.191536,-1.230620,10.058042,-0.042368,0.010126,-0.001199,38.271175
1,-0.201113,-1.229423,10.043677,-0.041435,0.008660,-0.006928,38.274116
1,-0.205901,-1.231817,10.032902,-0.041968,0.008394,-0.007461,38.274116
1,-0.208296,-1.233014,10.037691,-0.042368,0.009193,-0.001199,38.277057
1,-0.207098,-1.237802,10.037691,-0.044100,0.012391,0.010126,38.274116
1,-0.191536,-1.229423,10.062830,-0.045965,0.014655,0.015055,38.268234
1,-0.195127,-1.231817,10.055647,-0.044899,0.014256,0.009992,38.271175
1,-0.187945,-1.234211,10.024523,-0.044100,0.013456,0.004397,38.271175
1,-0.190339,-1.231817,9.999383,-0.042900,0.011191,0.000666,38.265293
1,-0.195127,-1.231817,9.994595,-0.042900,0.010259,0.001865,38.265293
1,-0.201113,-1.231817,9.969456,-0.043833,0.011191,0.006262,38.265293
1,-0.198719,-1.228225,9.959879,-0.044366,0.011591,0.013856,38.268234
1,-0.191536,-1.234211,10.006567,-0.044366,0.011458,0.014256,38.274116
1,-0.196325,-1.235408,10.044874,-0.044366,0.011458,0.010525,38.282939
1,-0.195127,-1.231817,10.054450,-0.043833,0.010259,0.005329,38.279998
1,-0.199916,-1.230620,10.048465,-0.042767,0.008793,0.001466,38.271175
1,-0.199916,-1.227028,10.043677,-0.043433,0.009326,0.003597,38.271175
1,-0.203507,-1.233014,10.049662,-0.043966,0.010259,0.008527,38.268234
1,-0.205901,-1.233014,10.066422,-0.044899,0.011191,0.012124,38.271175
1,-0.198719,-1.236605,10.098743,-0.044899,0.012124,0.010259,38.277057
1,-0.193930,-1.228225,10.070013,-0.045165,0.013190,0.008260,38.277057
1,-0.198719,-1.211466,10.040085,-0.045698,0.011858,0.012790,38.274116
1,-0.191536,-1.212663,10.013749,-0.045032,0.011858,0.014256,38.271175
1,-0.193930,-1.217452,9.999383,-0.045299,0.013323,0.011858,38.271175
1,-0.189142,-1.225831,10.030508,-0.044499,0.013456,0.004796,38.268234
1,-0.189142,-1.234211,10.071210,-0.042634,0.011458,-0.005862,38.274116
1,-0.203507,-1.247379,10.085576,-0.042234,0.011591,-0.016920,38.274116
1,-0.215478,-1.237802,10.070013,-0.041568,0.010126,-0.015322,38.274116
1,-0.223858,-1.229423,10.010158,-0.042900,0.010792,0.002665,38.271175
1,-0.207098,-1.231817,9.952697,-0.044366,0.013057,0.018519,38.277057
1,-0.198719,-1.221043,9.963471,-0.045432,0.015322,0.023582,38.271175
1,-0.179565,-1.219846,9.985018,-0.045565,0.017054,0.017054,38.262351
1,-0.183156,-1.216254,10.065224,-0.043833,0.014655,0.000666,38.268234
1,-0.184354,-1.234211,10.132262,-0.040902,0.010525,-0.021717,38.265293
1,-0.214281,-1.222240,9.938332,-0.039836,0.008926,-0.026513,38.262351
1,-0.192733,-1.230620,9.877280,-0.046364,0.015455,0.002931,38.262351
1,-0.221464,-1.228225,9.910799,-0.046498,0.013856,0.019718,38.265293
1,-0.198719,-1.227028,9.953894,-0.047430,0.016654,0.034907,38.268234
1,-0.171185,-1.203086,9.958683,-0.048496,0.017187,0.039836,38.268234
1,-0.165200,-1.204283,10.031705,-0.043433,0.009193,0.018119,38.268234
1,-0.175974,-1.218649,10.080787,-0.039303,0.003997,-0.007594,38.268234
1,-0.178368,-1.224634,10.006567,-0.039436,0.004397,-0.019319,38.268234
1,-0.192733,-1.233014,9.842564,-0.041302,0.008926,-0.011458,38.274116
1,-0.183156,-1.231817,9.652225,-0.047830,0.020118,0.021051,38.271175
1,-0.164003,-1.199495,9.554062,-0.055025,0.030910,0.063818,38.271175
1,-0.134075,-1.176750,9.582793,-0.056357,0.032642,0.072345,38.271175
1,-0.105345,-1.183933,9.696517,-0.053559,0.015988,0.056357,38.268234
1,-0.118513,-1.173159,9.740810,-0.044766,0.006928,0.014389,38.268234
1,-0.161609,-1.179144,9.434352,-0.043567,0.008127,-0.003597,38.268234
1,-0.156820,-1.195904,10.128671,-0.030776,-0.012257,-0.034107,38.265293
1,-0.252588,-1.296460,10.753558,-0.019985,-0.022916,-0.065150,38.274116
1,-0.324414,-1.333570,10.642227,-0.022783,-0.023715,-0.054492,38.277057
1,-0.302867,-1.315614,10.334572,-0.028778,-0.017054,0.004930,38.274116
1,-0.302867,-1.318008,10.364500,-0.039836,-0.008926,0.083136,38.274116
1,-0.282516,-1.323994,10.333375,-0.058622,0.014655,0.162276,38.271175
